place,latitude,longitude
St. George&apos;s Church,40.70635986,-73.62265015
St. George&apos;s Episcopal Church,40.73460388,-73.98619842
St. George&apos;s Protestant Episcopal Church,40.68591912,-73.94790654
St. Ignatius of Antioch Episcopal Church,40.7892952,-73.97750854
St. James Chapel,40.91559342,-73.14694681
St. James Church,40.71234512,-73.9987793
St. James Church,40.73831696,-73.87763191
St. James&apos; Episcopal Church and Parish House,40.86385727,-73.90019226
St. Jean Baptiste Church and Rectory,40.77277374,-73.96045685
St. John&apos;s Protestant Episcopal Church,40.93323135,-73.89871979
St. Johns Episcopal Church and Cemetery,40.7352578,-73.11696763
St. Luke&apos;s Protestant Episcopal Church,40.68240347,-73.96760541
St. Lukes Protestant Episcopal Church,40.84703445,-73.64553833
St. Mark&apos;s Historic District,40.73045426,-73.98789444
St. Mary&apos;s Episcopal Church,40.69261762,-73.96141175
St. Matthew&apos;s Episcopal Church,40.69597752,-73.84928589
St. Michael&apos;s Church,40.79633331,-73.96972656
St. Monica&apos;s Church,40.70174848,-73.79768455
St. Nicholas Historic District,40.8181218,-73.9434489
St. Patrick&apos;s Cathedral,40.75851097,-73.97614327
St. Paul&apos;s Chapel,40.71132889,-74.00965938
St. Paul&apos;s Episcopal Church Complex,40.76438904,-73.0089035
St. Paul&apos;s Memorial Church and Rectory,40.79870224,-73.93967438
St. Paul&apos;s Protestant Episcopal Church,40.84611893,-73.78450012
St. Paul&apos;s United Methodist Church,41.08620453,-73.91947174
"St. Peter&apos;s Church, Chapel and Cemetery Complex",40.83855057,-73.84448242
St. Peter&apos;s Episcopal Church,41.00124741,-73.66716766
St. Peter&apos;s Roman Catholic Church,40.71256256,-74.00936127
St. Thomas Church and Parish House,40.73677445,-73.98461914
St. Thomas&apos; Episcopal Church Complex,40.94779968,-73.73382568
St. Vincent Ferrer Church and Priory,40.76606772,-73.96488988
St. Walburga&apos;s Academy,40.82438278,-73.95461273
St.-Marks-In-The-Bowery,40.7297821,-73.98681641
"Stables at 167, 169 and 171 West 89th Street",40.78930283,-73.9728241
STANDARD OIL COMPANY NO. 16 (harbor tug),40.63828616,-74.15948401
Stanton Street Shul,40.72009277,-73.98397827
State Street Houses,40.68861599,-73.98756916
Staten Island Borough Hall and Richmond County Courthouse,40.64251455,-74.07619595
"Statue of Liberty National Monument, Ellis Island and Liberty Island",40.69393783,-74.04329324
Steinway House,40.77832443,-73.89738892
Stepping Stones Light Station,40.82415581,-73.77478326
"Stevens, John, House",40.90391922,-73.83594513
"Stewart, A. T., Company Store",40.71443558,-74.00605011
"Stewart, A. T., Era Buildings",40.72244457,-73.64055684
Stockholm-DeKalb-Hart Historic District,40.70884741,-73.91404378
Stone Street Historic District,40.70411897,-74.01034622
Stonewall,40.73369204,-74.00073011
Stony Brook Grist Mill,40.91355481,-73.14620819
Stony Hill Cemetery,41.05489562,-73.74950819
Stoothoff-Baxter-Kouwenhaven House,40.61989024,-73.92872692
Strecker Memorial Laboratory,40.75242398,-73.95832567
"Strong, Thomas, House",40.93670741,-72.25176738
Students&apos; Hall,40.8089586,-73.9641169
Studio Apartments,40.78002548,-73.97494507
Stuyvesant Heights Historic District,40.68101747,-73.93697872
Stuyvesant Heights Historic District (Boundary Increase),40.68056718,-73.93993233
Stuyvesant Square Historic District,40.73381437,-73.98481182
Substation 13,40.76371313,-73.98376458
Substation 17,40.85994523,-73.92664812
Substation 219,40.81546411,-73.94835248
Substation 235,40.73874207,-74.00238369
Substation 409,40.72122397,-73.98725282
Substation 42,40.76024701,-73.96877132
Substation 7,40.78699863,-73.94844615
Substation No.401,40.68008247,-73.88279824
Suffolk County Almshouse Barn,40.82801275,-72.92140625
Suffolk County Historical Society Building,40.91763306,-72.66738129
Sugar Hill Historic District,40.82703611,-73.9430228
"Sullivan, Ed, Theater",40.76352777,-73.98317501
Summerfield Street Row Historic District,40.70015038,-73.90885858
Sunnyside,41.0491074,-73.8693205
Sunnyside Gardens Historic District,40.74677569,-73.91721733
Sunnyslope,40.81723023,-73.88718414
Sunset Park Historic District,40.64377308,-74.0074773
Surrogate&apos;s Court,40.71343613,-74.0046463
Sutton Place Historic District,40.75760525,-73.96549504
Suydam House,40.88617706,-73.36647797
"Swan, Edward H., House",40.87711607,-73.50315983
Sweet Hollow Presbyterian Church Parsonage,40.79307938,-73.4185791
Tappan Historic District,41.02159598,-73.94914783
Tappan Zee Playhouse,41.09017181,-73.91848755
Tarrytown Lighthouse,41.08392335,-73.87396218
Tenement Building at 97 Orchard Street,40.71836472,-73.9901123
Terneur-Hutton House,41.08277399,-73.97267438
Terry--Ketcham Inn,40.80207443,-72.78014374
Theodore Roosevelt Birthplace National Historic Site,40.73904038,-73.98954773
Third Judicial District Courthouse,40.73449326,-73.99895477
Thompson House,40.93317406,-73.11789011
"Thompson, W. B., Mansion",40.97119141,-73.88395691
Tiffany and Company Building,40.75005722,-73.98332214
"Tilden, Samuel J., House",40.73752607,-73.98688718
Times Square Hotel,40.75733948,-73.98795319
Times Square--42nd Street Subway Station,40.75527447,-73.98709163
"Titus, Willet, House",40.80062485,-73.64861298
Titus--Bunce House,40.87405777,-73.4507904
Toll Gate House,40.80863084,-73.63179247
Torne Brook Farm,41.14011814,-74.16302303
Town Doctors&apos; House and Site,41.05499649,-72.43613434
Town Hall,40.80816269,-73.95042419
Townhouses at 352 and 353 Riverside Dr.,40.80303213,-73.96925924
"Townsend, Henry, House",40.88127899,-73.43719482
Trans World Airlines Flight Center,40.64365,-73.77703
Treadwell Farm Historic District,40.76250565,-73.96447124
"Trevor, John Bond, House",40.95384979,-73.89561462
Triangle Shirtwaist Factory,40.72994441,-73.99552837
Trinity Chapel,40.60346603,-73.7514267
Trinity Chapel Complex,40.7431984,-73.98950958
Trinity Church and Graveyard,40.70774078,-74.01170349
Trinity Church Complex,40.80482626,-73.64526677
Trinity Episcopal Church Complex,40.90342331,-73.83392334
Trinity--St. Paul&apos;s Episcopal Church,40.91143006,-73.78445379
Tudor City Historic District,40.74882693,-73.97107992
Turtle Bay Gardens Historic District,40.75422279,-73.97004903
"Tuthill, David, Farmstead",41.00686069,-72.49380769
"Tuthill, Jesse and Ira, House",40.99794006,-72.51623535
Tweed Courthouse,40.71379089,-74.00551605
Twentythird Regiment Armory,40.67840895,-73.95417767
Two Bridges Historic District,40.71174437,-73.99622814
U.S. Army Military Ocean Terminal,40.64468224,-74.02751033
U.S. General Post Office,40.76029144,-73.98393517
"Underhill, George, House",40.89655685,-73.57830048
Union Chapel,41.08373126,-72.35863629
Union Church of Pocantico Hills,41.09590912,-73.83255768
Union Square,40.73611293,-73.99010623
Union Theological Seminary,40.81049347,-73.96194458
United Charities Building Complex,40.73937607,-73.98648071
United Methodist Church,40.76443481,-73.01461029
United Workers Cooperatives,40.86642417,-73.86934864
University Club,40.76118469,-73.9756546
University Settlement House,40.72062683,-73.99066162
Untermyer Park,40.9667086,-73.8875562
Upper East Side Historic District,40.76978981,-73.96607626
Upper East Side Historic District (Boundary Increase),40.76725347,-73.96451602
Upper Nyack Firehouse,41.10128021,-73.91719818
US Courthouse,40.71398544,-74.00302124
US Post Office--Bay Shore,40.7232399,-73.24629211
US Post Office--Bronxville,40.93838977,-73.83224768
US Post Office--Canal Street Station,40.72065353,-74.00367737
US Post Office--Church Street Station,40.71261215,-74.00978088
US Post Office--Cooper Station,40.73187641,-73.98981502
US Post Office--Dobbs Ferry,41.0151096,-73.8746592
US Post Office--Far Rockaway,40.71487427,-73.99882507
US Post Office--Flatbush Station,40.65059253,-73.9563863
US Post Office--Flushing Main,40.75908622,-73.82828337
US Post Office--Forest Hills Station,40.72153022,-73.847058
US Post Office--Freeport,40.65349551,-73.58588027
US Post Office--Garden City,40.72364044,-73.6333847
US Post Office--Glen Cove,40.86120224,-73.63407898
US Post Office--Great Neck,40.78715221,-73.72266335
US Post Office--Harrison,40.96583557,-73.71740723
US Post Office--Hempstead,40.70763779,-73.62869263
US Post Office--Inwood Station,40.86613846,-73.92230987
US Post Office--Jackson Heights Station,40.74904306,-73.88756741
US Post Office--Jamaica Main,40.76106788,-73.80194748
US Post Office--Kensington,40.64350061,-73.97932214
US Post Office--Knickerbocker Station,40.71391296,-73.9919281
US Post Office--Larchmont,40.9295845,-73.75095367
US Post Office--Lenox Hill Station,40.76819229,-73.96094513
US Post Office--Long Beach,40.58869171,-73.66101837
US Post Office--Long Island City,40.74556277,-73.9487438
US Post Office--Madison Square Station,40.73957379,-73.98413207
US Post Office--Metropolitan Station,40.70171336,-73.94126612
US Post Office--Mineola,40.74269867,-73.63909912
US Post Office--Morrisania,40.82969313,-73.90910953
US Post Office--Mount Vernon,40.91145325,-73.83393097
US Post Office--New Rochelle,40.91134262,-73.78202057
US Post Office--Northport,40.90099335,-73.34644318
US Post Office--Nyack,41.08901215,-73.9188385
US Post Office--Old Chelsea Station,40.74126816,-73.99832153
US Post Office--Oyster Bay,40.87398814,-73.53313576
US Post Office--Parkville Station,40.61555419,-73.98731347
US Post Office--Patchogue,40.76579666,-73.01068115
US Post Office--Pearl River,41.05807877,-74.02172089
US Post Office--Port Chester,41.00207901,-73.6664505
US Post Office--Riverhead,40.91861343,-72.66338348
US Post Office--Rockville Centre,40.65594482,-73.64348602
US Post Office--Rye,40.98455811,-73.68354797
US Post Office--Scarsdale,40.98945611,-73.77071757
US Post Office--Spring Valley,41.11306763,-74.04551697
US Post Office--Suffern,41.11635971,-74.15211487
US Post Office--Westhampton Beach,40.81009468,-72.64088082
US Post Office--Yonkers,40.93475049,-73.90191896
USS EDSON (DD-946),40.76403095,-73.99951754
USS INTREPID (aircraft carrier),40.76403095,-73.99951754
Vail-Leavitt Music Hall,40.91627218,-72.66204341
"Vaisberg, Samuel, House",40.58687973,-73.67134857
Valentine-Varian House,40.87707138,-73.87972259
Valley Road Historic District,40.77405778,-73.70359939
"Van Cortlandt, Frederick, House",40.90237045,-73.86820221
Van Houten&apos;s Landing Historic District,41.10058933,-73.91638042
"Van Iderstine, Charles, Mansion",40.90358728,-73.36306147
"Van Nuyse, Joost, House",40.62808973,-73.94357674
"Van Rensselar, Stephen, House",40.71896744,-73.99746704
"Van Wyck, Cornelius, House",40.77297983,-73.75291384
Van Wyck-Lefferts Tide Mill,40.89958317,-73.44471902
Vander Ende--Onderdonk House Site,40.71106353,-73.91980865
"Vanderbilt, Mrs. Graham Fair, House",40.78496552,-73.95487213
"Vanderbilt, William K., Estate-Eagles Nest",40.9049644,-73.36743227
Vassar College Observatory,40.7844829,-73.91032377
"Velzer, N., House and Caretaker&apos;s Cottage",40.88601685,-73.3636322
"Verdi, Giuseppe, Monument",40.77900863,-73.98163539
Villa Lewaro,41.03321401,-73.86530993
Village of Branch Historic District,40.86543361,-73.18287451
Villard Houses,40.7580501,-73.97496566
Voorlezer&apos;s House,40.57171463,-74.14758205
W. O. DECKER (tugboat),40.70523486,-74.00288389
Wainscott Windmill,40.93353363,-72.23731465
"Waldo, Gertrude Rhinelander, Mansion",40.77124023,-73.96578979
Wall and Hanover Building,40.70589829,-74.00854492
Wall Street Subway Station (IRT),40.70747499,-74.01196569
Wallace Building,40.70650482,-74.00821686
Wantagh Railroad Complex,40.6788826,-73.50972748
"Warburg, Felix M., Mansion",40.7853775,-73.95755005
"Ward, Caleb T., Mansion",40.6324,-74.0814
"Ward, William E., House",41.02604944,-73.66726729
"Warner, Samuel Adams, House",40.79351425,-73.64360809
Washington Avenue Soldier&apos;s Monument and Triangle,41.11472798,-74.14992204
Washington Bridge,40.84488052,-73.92440015
Washington Bridge,40.84791345,-73.93087568
Washington Irving Memorial,41.04786043,-73.86160771
Washington Spring Road--Woods Road Historic District,41.01145741,-73.90700852
Water Mill,40.9090376,-72.35646351
"Watson, James, House",40.7034111,-74.0144043
Wave Hill,40.90013886,-73.91119385
WAVERTREE,40.70550201,-74.00252477
"Wayside Chapel, Former",41.07345963,-73.92028046
Wayside Cottage,40.99306488,-73.79301453
Webster Hotel,40.7559433,-73.98080444
"Weeks, Charles M., House",40.87988663,-73.41856384
Weir Greenhouse,40.65887239,-73.99612211
"Wells, Joshua, House",41.00956401,-72.48435926
Wereholme,40.71319457,-73.21368115
West 147th--149th Streets Historic District,40.82394716,-73.93919408
West 28th Street Subway Station (Dual System IRT),40.74659548,-73.99385647
West 4th Street Subway Station (IND),40.73152497,-74.00118885
West 67th Street Artists&apos; Colony Historic District,40.76602429,-73.97010381
West 73rd-74th Street Historic District,40.77770675,-73.97703362
West 76th Street Historic District,40.77913633,-73.97570812
West Bank Light Station,40.53792188,-74.04280047
West End Collegiate Church and Collegiate School,40.78302765,-73.9821167
West Meadow Beach Historic District,40.93310187,-73.14623185
West Neck Road Historic District,40.87284468,-73.43252871
Westchester House,40.71944391,-74.00006706
Westchester Square Station (Dual System IRT),40.83977352,-73.84346942
"Wetherill, Kate Annette, Estate",40.8920544,-73.16938569
White Plains Armory,41.03156662,-73.7620163
White Plains Rural Cemetery,41.04494858,-73.76927185
"Whitman, Joseph, House",40.81937027,-73.42059326
"Whitman, Walt, House",40.82169342,-73.41217041
Whitman--Place House,40.8197403,-73.42411804
Wickapogue Road Historic District,40.88356635,-72.36711458
Wiggins--Rolph House,40.87201309,-73.41003418
Wildcliff,40.90697861,-73.77033234
"Williams, Henry, House",40.87897873,-73.42250824
"Williams, R.C., Warehouse",40.74942017,-74.00292206
Williamsburgh Savings Bank,40.70992661,-74.00987244
Willoughby-Suydam Historic District,40.70584384,-73.9203665
Willowmere,40.81335068,-73.6463623
Wilson Avenue Subway Station (Dual System BMT),40.68866768,-73.90443044
Windmill at Water Mill,40.90951764,-72.35383246
"Wood, Harry, House",40.87215042,-73.440979
"Wood, John, House",40.85265732,-73.42404938
"Wood, Joseph, House",40.7298584,-73.08364868
"Wood, William Wooden, House",40.88985062,-73.42624664
Woodbine-Palmetto-Gates Historic District,40.70677076,-73.90401541
Woodcrest,40.89986763,-73.18270383
"Woodhull, Charles, House",40.87486649,-73.41802978
Woodlawan Station (Dual System IRT),40.88588472,-73.87886923
Woodrow Methodist Church,40.54291099,-74.2014421
Woolworth Building,40.71237564,-74.00778961
Woolworth Estate,40.87624359,-73.64126587
Wyandanch Club Historic District,40.85087052,-73.22760402
"Wyckoff, Pieter, House",40.64440952,-73.92076582
Wyckoff-Bennett Homestead,40.61082206,-73.95168596
Wyckoff--Snediker Family Cemetery,40.69592041,-73.84897914
Yiddish Art Theatre,40.73097229,-73.98597717
Yonkers Trolley Barn,40.93479157,-73.90185547
Yonkers Water Works,40.95790748,-73.85896018
Zion--St. Mark&apos;s Evangelical Lutheran Church,40.77603373,-73.9512261
